10,-424
10,27061
10,-7404
10,24771
10,-182
10,-2122
10,6155
10,-4859
10,11509
10,14860
10,-21353
10,2864
10,-15516
10,4771
10,37347
10,-17396
10,4254
10,15274
10,14653
10,12367
10,4685
10,-13105
10,5742
10,21599
10,-41823
10,22286
10,20524
10,-10215
10,3358
10,-4885
10,33943
10,-12912
10,-21555
10,-46911
10,9004
10,3924
10,11025
10,10072
10,-66878
10,10124
10,-11889
10,6316
10,-15828
10,-425
11,11080
11,-7287
11,12416
11,-1583
11,-37308
11,14947
11,-4046
11,74745
11,2323
11,28473
11,-266
11,-56756
11,-52712
11,12514
11,23686
11,3926
11,478
11,-48807
11,-14122
11,-73910
11,-10444
11,26937
11,-10593
11,8901
11,-33562
11,-47411
11,50858
11,-34813
11,-1991
11,-17658
11,-51685
11,-2572
11,-65077
12,-20026
12,25695
12,-45954
12,-32030
12,22593
12,4321
12,68826
12,-3725
12,4799
12,2761
12,-2831
12,-23605
12,8808
12,-15171
12,-21266
12,18487
12,-13467
12,29951
12,-4585
12,43539
12,-28956
12,-2472
12,35578
12,24401
12,-26456
12,-3319
12,19158
12,-10047
12,-64302
12,-7147
12,46124
12,8522
12,-12395
12,313
12,-14206
12,-8123
12,84702
12,1510
12,26354
12,-56024
12,9829
12,28873
12,-2721
12,25712
12,2801
12,16096
12,-7512
12,011
12,-49704
12,-2368
12,45364
12,-23328
12,35985
12,37188
12,-17875
12,6161
12,34871
12,-44013
12,20226
12,45556
12,-22295
12,2831
12,-1612
12,-8544
12,1344
13,24248
13,-4857
13,9802
13,-8787
13,-4618
13,19811
13,16751
13,-2660
13,861
13,78744
13,-31568
13,-12075
13,-21667
13,-48896
13,20711
13,9167
13,-12494
13,-28359
13,-62728
13,-30271
13,74284
13,-27050
13,-42653
13,22922
13,5687
13,-2162
13,-7871
13,-32800
13,23877
13,-37003
13,-6261
13,48723
13,11363
13,1566
13,-20033
13,37163
13,-10395
13,-1851
13,-2060
13,-7874
13,-16051
13,-16233
13,11589
13,-11576
13,-33239
13,-32158
13,11985
13,-4585
13,-53022
13,1775
13,-24279
13,-862
13,-22630
13,-34349
13,-41862
13,-4260
13,-7729
13,-5448
13,15787
13,41252
13,773
13,32417
13,-1400
13,-21597
13,34137
13,-4213
13,20788
13,-38043
13,-51310
13,-1779
13,30616
13,24044
13,5750
13,-28960
13,-9362
13,57739
13,-30802
13,32046
13,-12488
13,33471
13,7729
13,48927
13,-1892
13,-12311
13,33510
13,-37799
13,3206
13,-25745
13,1992
13,17243
14,-324
14,9237
14,28098
14,10725
14,5605
14,2531
14,-3063
14,56896
14,28082
14,54534
14,-26746
14,38617
14,20387
14,-333
14,-7585
14,-25327
14,1165
14,7833
14,031
14,2199
14,39843
14,14614
14,8424
14,-6078
14,-53911
14,-11715
14,44858
14,-19245
14,-1637
14,-7638
14,-50761
14,47589
14,5307
14,-21573
14,-7010
14,-18122
14,11036
14,-73794
14,-8850
14,-34174
15,-11112
15,-26056
15,-38309
15,71270
15,-38125
15,976
15,45202
15,-63576
15,-51301
15,-32628
15,3756
15,76023
15,-12581
15,-16613
15,8736
15,21822
15,86362
15,-30697
15,-6971
15,69278
15,-23306
15,33620
15,28450
15,-15979
15,-52322
15,7826
15,1473
15,-565
15,44982
15,-25306
15,55687
15,2713
15,22346
15,-6512
15,20230
15,1914
15,-73556
15,29263
15,-56661
16,-43525
16,35183
16,-15904
16,-11927
16,-68639
16,-43379
16,-51495
16,67819
16,-22225
16,2371
16,3017
16,83051
16,84451
16,-47778
16,5794
16,52397
16,63121
16,3454
16,-2903
16,-10046
16,50980
16,17111
16,-27700
16,10328
16,6875
16,-24937
16,1598
16,79080
16,19194
16,28956
16,-22880
16,1531
16,50205
16,-6620
16,-37821
16,3370
16,10885
16,27409
16,-19775
16,-18921
16,-1188
16,12657
16,-42437
16,61676
16,-6981
16,10803
16,9022
16,50880
16,-21087
16,-47631
16,-29013
16,27946
16,-13788
16,8672
16,1253
16,1662
16,26400
16,14460
16,-4015
16,12556
16,7858
16,-15100
16,-33010
16,11955
16,-39771
16,-1777
16,-51183
16,384
16,3539
16,82559
16,-40290
16,2961
16,-50941
16,12611
16,66689
16,74315
16,-1020
16,28336
16,2526
16,27768
16,-8255
16,69734
16,57088
16,-32579
17,53608
17,-31601
17,14408
17,19559
17,69273
17,14855
17,2016
17,-024
17,64183
17,-45833
17,13700
17,-66074
18,9543
18,8567
18,61387
18,47358
18,7522
18,-15357
18,11907
18,2333
18,-758
18,-20231
18,14139
18,27465
18,-21279
18,-17817
18,-9139
18,22916
18,55336
18,31587
18,-18457
18,-63843
18,1092
18,13193
18,-24659
18,-44605
18,31849
18,-6404
18,-335
18,-5156
18,67198
18,-1100
18,21855
18,24249
18,28238
18,-3470
18,21637
18,-4223
18,18649
18,18874
18,11498
18,27809
18,-6417
18,-17150
18,-15684
18,38876
18,31060
18,4706
18,8992
18,46104
18,-1559
18,-40378
18,-8477
18,4070
18,-6016
18,-36102
18,-871
18,541
18,-48560
18,12040
18,-5212
19,-4709
19,47605
19,3526
19,-69510
19,26343
19,-28864
19,-301
19,-13512
19,-12978
19,21180
19,38292
19,-8752
19,-4037
19,-2402
19,57501
19,61281
19,-669
19,29988
19,75617
19,46263
19,-41081
19,788
19,70893
19,-21446
19,6479
19,56648
19,2177
19,-8638
19,51448
19,-8562
19,15486
19,-20769
19,68623
19,-21250
19,36055
19,58374
19,-26176
19,4520
19,8457
19,-7225
19,-16479
19,-38037
19,32564
19,045
19,10608
19,771
19,-6665
19,-38067
19,11408
19,50962
19,-003
19,50239
19,-13743
19,-26789
19,7805
19,15026
19,13424
19,18255
19,74642
19,-1669
19,57464
19,-68471
19,3129
19,-5325
19,2140
19,7181
20,-60820
20,4216
20,-3510
20,-18618
20,-9120
20,2468
20,15664
20,22583
20,-22263
20,17635
20,-14819
20,20518
20,41381
20,80617
20,-22965
20,-15515
20,1478
20,26715
20,6027
20,-33187
20,-592
20,-6926
20,6919
20,7281
20,9523
20,12054
20,69098
20,27472
20,8671
20,17670
20,512
20,6756
20,-3878
20,-42365
20,-11060
20,-18135
20,-15501
20,-24089
20,47035
20,-16704
20,55165
20,9467
20,47865
20,-12435
20,-4281
20,43124
20,93302
20,13616
20,-3272
20,5696
20,-18774
20,21064
20,385
20,53633
20,2887
20,-27704
21,-54908
21,-43104
21,-50753
21,34334
21,-4921
21,82592
21,19898
21,-6926
21,24608
21,24294
21,39057
21,41081
21,21458
21,-4258
21,-44533
21,64311
21,-955
21,37131
21,1380
21,399
21,192
21,-41143
21,4055
21,18268
21,-12936
21,87595
21,-6888
21,-2307
21,51337
21,-26539
21,27076
21,-13369
21,27604
21,5209
21,-17955
21,13953
21,333
22,49142
22,8666
22,73269
22,-11328
22,-39692
22,-3030
22,171
22,72089
23,-27255
23,30273
23,33057
23,-14448
23,-3058
23,31519
23,-16045
23,11975
23,-15703
23,19972
23,75341
23,25619
23,-7530
23,-19438
23,-5205
23,-3342
23,-3697
23,10311
24,24868
24,604
24,25630
24,33930
24,32374
24,3958
24,50494
24,428
24,-4997
24,723
24,-41900
24,-16275
24,17857
24,-19727
24,-42642
24,-10234
24,-10193
24,21923
24,-12214
24,15424
24,-75879
24,8224
24,28443
24,-5795
24,68828
24,-1623
24,-33034
24,18070
24,-7167
24,-762
24,-10848
24,-7929
24,-17836
24,21221
24,15786
24,11574
24,6568
24,-4074
24,34303
24,53521
24,-18160
24,-43558
24,15105
24,36659
24,-14724
24,-40726
24,3091
24,41112
24,56445
24,6950
24,-8806
24,-25414
24,6961
25,-1622
25,012
25,-306
25,-18844
25,-24701
25,-23794
25,-4780
25,-3091
25,-10849
25,-59193
25,-26742
25,-41686
25,36414
25,14660
25,14382
25,-9575
25,-15050
25,-28884
25,-60585
25,-35398
25,-20594
25,236
25,-482
25,330
25,-37071
25,-29722
25,-9501
25,-21496
25,-9601
25,-7243
26,-29829
26,-18768
26,32492
26,-27525
26,-13380
26,-12399
26,51052
26,-3741
26,21648
26,514
26,-40792
26,-3401
26,21448
26,2246
26,48257
26,-53692
26,43111
26,-52956
26,10878
26,-1136
26,-74370
26,-32512
26,53984
26,56448
26,70183
26,-6934
26,-40177
26,-25482
26,-11162
26,-39059
26,-29860
26,-17541
26,78930
26,7642
26,-46258
26,66343
26,2628
26,50164
26,-2301
26,5287
26,45941
26,20634
26,11968
26,34089
26,1086
26,-9131
26,-15548
26,63993
26,9476
26,-28382
26,-10742
26,1553
26,-15650
26,-21367
26,-29833
26,80267
26,173
26,-8630
26,-40124
26,-48746
26,78479
26,-8002
26,1119
26,-8128
26,-43877
26,8152
26,-46204
26,12129
26,-31737
26,5213
26,-5542
26,29307
26,-57041
26,-36424
26,10961
26,-7852
26,1671
26,-40962
26,70150
26,32538
26,239
26,30808
26,-38613
26,-35434
27,19797
27,23452
27,43789
27,4869
27,-1699
27,-51437
27,12561
27,-29048
27,42866
27,4973
27,4373
27,12901
27,013
27,2671
27,-57932
27,25820
27,-64830
27,8815
27,-4657
27,-1524
27,-41403
27,15987
27,-25834
27,4502
27,12935
27,6913
27,40954
27,-49061
27,18722
27,4183
27,95288
27,-35155
27,28016
27,-15248
27,30481
27,51940
27,-45885
27,-48938
27,-16443
27,11633
27,5177
28,-40006
28,2861
28,48939
28,-1770
28,17907
28,-20192
28,20992
28,-3335
28,2462
28,38052
28,816
28,83354
28,42672
28,-14571
28,-4958
28,-12376
28,49684
28,76152
28,54537
28,-1499
28,3202
28,12393
28,-6356
28,-43604
28,8057
28,5640
28,-20917
28,-38569
28,2947
28,-1408
28,43483
28,19986
28,-148
28,65538
28,1529
28,81539
28,7965
28,13758
28,16923
29,-35080
29,-620
29,-7119
29,-14195
29,-46292
29,7822
29,1089
29,32024
29,47074
29,-13446
29,-7278
29,54364
29,-9421
29,-1730
29,65711
29,5271
29,22240
29,16783
29,17492
29,-23950
29,-5049
29,-46646
29,56389
29,-47020
29,17400
29,-52706
29,37958
29,8439
29,2881
29,-67869
29,10481
29,47070
29,3707
29,25149
29,-6936
29,-10230
29,29119
29,37360
29,-35542
29,-4144
29,-22159
29,-32245
29,-28291
29,-5052
29,3375
29,-15858
29,-27632
29,24159
29,-50687
29,58299
29,62233
29,-1974
29,-15060
29,-49889
29,-12606
29,-46252
29,-4018
29,-2866
29,-22917
29,42889
29,-2379
29,76598
29,57720
29,-10919
29,24658
29,16516
29,1980
29,-7645
29,-36502
29,-3788
29,-6405
29,9650
29,-9422
29,-1970
29,-6416
29,3850
29,-4765
29,2746
29,-3591
29,-26002
29,-13406
29,-35559
29,32037
29,-35071
29,-8440
29,-7307
29,-3206
29,-9591
29,-15339
29,-36467
29,-1302
29,-44700
29,46094
29,-1203
29,-13562
29,-7949
29,1529
29,-5421
29,6133
30,-12048
30,26709
30,-22095
30,8904
30,-7876
30,44051
30,-4666
30,-53866
30,6508
30,-53439
30,54443
30,-45820
30,-16617
30,1035
30,12206
30,-14378
30,25770
30,-24887
30,-15848
30,-2374
30,69617
30,-25624
30,31567
30,-3315
30,22043
30,23783
30,7131
30,-56083
30,-2128
30,-723
30,-2408
30,71299
30,-3067
30,30648
30,11826
30,-24688
30,-35368
30,-68177
30,-19012
30,16540
30,-29829
30,-2772
30,-15846
30,-10389
30,-1408
30,-37029
30,-5616
30,1348
30,5932
30,22591
30,-319
30,-34842
30,30878
30,-62950
30,-47922
30,18195
30,7064
30,-27977
30,32734
30,-4606
30,922
30,-19772
30,81559
30,-68284
31,40537
31,19933
31,-3143
31,7275
31,594
31,-4073
31,-25277
31,34828
31,-6258
31,-44094
31,15276
31,37599
31,8643
31,-38449
31,-27834
31,1409
31,-35823
31,-15660
31,-27084
31,10663
31,12262
31,-16884
31,020
31,-62543
31,22416
31,21454
31,1317
31,-164
31,-43465
31,43864
31,-2037
31,21391
31,2505
31,-18221
31,3794
31,-11424
31,034
31,009
31,-5456
31,19762
31,-15303
31,738
31,-1469
31,25870
31,-55978
31,-58109
31,25438
31,18167
31,9905
31,20147
31,-9083
31,26801
31,15873
31,12271
31,12535
31,24583
31,-14953
32,-25741
32,3619
32,-3305
32,41372
32,8398
32,-2293
32,7270
32,-35670
32,847
32,5442
32,84248
32,-32068
32,-17190
32,10024
32,31726
32,-21961
32,-21112
32,54434
32,27902
32,7886
32,88850
32,44113
32,61984
32,35672
32,26884
32,-16607
32,-32176
32,-58805
32,-16541
32,-32193
32,-6363
32,47365
32,-13546
32,-17200
32,-3231
32,56304
32,4160
32,-61915
32,-2963
32,-7788
32,29724
32,-12739
32,-11737
32,-3014
32,-38541
32,-11811
32,-6193
32,2757
32,-5390
32,-11307
32,-20082
32,-32059
32,14833
32,41451
32,-20398
32,-51788
32,12508
32,73263
32,2025
32,88095
32,2430
32,50269
32,95512
32,1343
32,-25736
32,6640
32,2673
32,3979
32,-5147
32,48379
32,-21149
32,-14302
32,71114
32,-9704
32,86373
32,52635
32,32547
32,-32120
32,-7806
32,3705
32,-20703
32,-10191
32,-24307
32,-12188
32,17656
32,3505
32,-3516
32,6427
32,23404
32,-244
32,54323
33,11435
33,-56060
33,-12323
33,-814
33,13490
33,-17402
33,-39726
33,8689
33,964
33,5544
33,-1454
33,24207
33,-37971
33,24665
33,-24133
33,27942
33,34866
33,34151
33,14656
33,4504
33,-8873
33,-13962
33,55114
33,-20825
33,-16085
33,-11437
33,-38952
33,-11300
33,-38407
33,-1272
33,10406
33,-11823
33,71440
33,11537
33,48949
33,-16051
33,22205
33,-11709
33,-66234
33,-9717
33,-23123
33,6409
33,2531
33,8727
33,-5223
33,21950
33,-38087
33,-3304
33,39458
33,-24463
33,-6384
33,193
33,61663
33,-9219
33,-23917
33,-12749
33,19704
33,-25877
33,-30697
33,13983
33,25373
33,-10315
33,85126
33,96718
33,10873
33,5244
33,8967
33,-20914
34,706
34,-63153
34,-21528
34,41362
34,23824
34,-3129
34,-285
34,9690
34,-16861
35,5031
35,2635
35,1137
35,-28525
35,12681
35,22072
35,12754
35,9075
35,1346
35,49773
35,-22497
35,-610
35,-8118
35,-28963
35,42188
35,5073
35,42156
35,-4368
35,-9913
35,-3772
35,-9831
35,-8144
35,-31714
35,-30454
35,-9543
35,-25155
35,-32753
35,-18447
35,-25333
35,-31147
35,-9797
35,21838
35,84433
35,21640
35,50471
35,-9854
35,-2944
35,5505
35,64771
35,64789
35,-8264
35,6778
35,-23145
35,74095
35,3247
35,8146
35,-9028
35,-62951
35,5321
35,-47943
35,8247
35,-14767
35,-27472
35,86804
35,-19742
35,-31387
35,-1809
35,55993
35,-5074
35,55692
35,14052
36,21401
36,-23689
36,32558
36,3930
36,38884
36,15783
36,75050
36,51289
36,7477
36,-5675
36,-358
36,-55668
36,35055
36,-56710
36,-44521
36,34192
36,-51705
36,-15917
36,-51509
36,-6794
36,35597
36,10802
36,53541
36,14083
36,67848
36,37691
37,-16845
37,82963
37,53932
37,55188
37,2471
37,-10798
37,-30947
37,14983
37,-12155
37,-25300
37,13761
37,4257
37,-32756
37,3620
37,3921
37,42479
37,-10539
37,-21387
37,-22151
37,-42163
37,56862
37,14829
37,-33781
37,14448
37,-1488
37,-34629
37,-22232
37,46009
37,-48114
37,41787
37,59654
37,24428
37,-4075
37,12536
37,-27183
37,23669
37,-1163
37,-7341
37,54733
37,031
37,20395
37,-6756
37,-14113
37,29552
37,27332
37,-579
37,54393
37,23206
37,-15715
37,12356
37,-1840
37,-066
37,3632
37,35205
37,-18712
37,-5184
37,-778
37,23316
37,-33515
37,-48590
37,-14574
37,-74165
37,25925
37,-136
37,-4487
37,-46137
37,42816
37,-46853
37,-36355
37,7505
37,49801
37,16242
37,9275
37,-3907
37,-15826
37,215
37,65735
